id,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
731,Yacine Djelloul,18,Male,Rahmania,8th,6.0,4.4,77,8,0.6,7,4,3,1,0.9,110,12,1.3,0.1,0.8,Education,5,6.6,9.8
732,Emna Akroum,16,Prefer not to say,Djebahia,8th,0.4,4.0,81,5,2.5,4,5,5,1,1.3,37,9,2.1,0.9,1.6,Other,2,6.6,3.9
733,Juba Ben Amor,17,Female,Aïn Oulmene,12th,7.0,6.7,91,3,0.4,4,10,7,0,0.0,45,5,2.7,2.2,0.8,Browsing,3,6.1,10.0
734,Nihel Madani,18,Male,Aghbalou,8th,7.6,7.0,61,7,2.7,10,3,7,0,1.6,121,5,3.1,1.7,1.9,Social Media,10,11.6,10.0
735,Habiba Nadjib,17,Prefer not to say,Ghanem,8th,3.3,4.7,68,5,1.3,3,7,9,1,1.8,90,5,2.7,2.0,0.4,Social Media,6,8.5,8.5
736,Sarah Bouterfa,14,Female,Skikda,7th,6.4,7.6,84,2,0.7,2,1,1,0,1.1,137,15,1.2,1.9,0.2,Gaming,3,6.5,10.0
737,Rayane Lounes,15,Female,Aïn Sebt,7th,5.5,6.5,54,2,0.7,10,10,7,1,1.5,36,15,1.8,1.8,0.8,Education,2,8.2,9.6
738,Amel Kaidi,18,Female,Aïn Oussara,8th,2.9,4.9,84,5,0.3,5,1,7,0,1.6,74,9,1.9,1.4,0.8,Other,3,8.8,7.0
739,Lakhdar Ykhlef,17,Female,Aomar,12th,6.4,7.4,51,5,1.1,3,5,1,0,0.6,100,18,1.7,1.2,2.4,Gaming,10,9.3,10.0
740,Ines Bendjebbar,15,Female,Aïn Oussara,9th,2.5,7.1,87,0,0.4,6,2,7,0,1.8,40,20,2.3,1.3,1.6,Gaming,3,6.3,7.4
741,Manel Daoudi,15,Male,Tichrine,10th,5.3,6.5,86,6,1.3,6,7,1,0,1.0,91,8,0.8,3.0,1.3,Browsing,4,8.2,9.3
742,Radia Younsi,15,Male,Aïn Arnat,11th,2.5,6.2,75,7,0.0,10,5,7,0,0.9,112,12,3.5,2.6,1.5,Other,9,5.6,10.0
743,Hafid Iles,15,Female,Amizour,7th,2.3,4.1,54,7,1.3,10,4,10,1,1.9,97,12,0.9,3.1,1.7,Browsing,5,12.3,8.6
744,Amin Khammar,17,Male,Djanet,11th,6.4,7.1,94,6,1.3,8,5,10,0,0.9,113,16,2.0,0.6,1.8,Other,3,3.8,10.0
745,Fethi Mokhtar,18,Male,Blida,9th,4.2,5.1,75,5,0.9,7,8,8,1,0.7,128,11,3.0,1.7,1.3,Gaming,10,8.1,10.0
746,Sarah Ykhlef,16,Female,Béchar,10th,7.3,6.0,96,4,1.2,4,9,7,1,1.6,118,18,1.6,2.1,1.0,Browsing,5,6.0,10.0
747,Youssef Mecheri,19,Male,El Main,8th,2.4,8.0,52,8,0.0,4,9,8,0,0.9,20,20,0.7,0.0,0.8,Other,7,5.6,3.5
748,Slimane Remili,18,Male,Aït Yenni,11th,6.8,7.9,97,7,2.2,3,10,9,1,0.4,126,11,2.2,2.6,0.8,Education,10,5.9,10.0
749,Noureddine Bachiri,14,Male,Bab El Oued,11th,6.6,5.7,75,3,0.3,6,1,8,1,1.1,68,16,1.8,1.3,0.5,Browsing,2,6.9,10.0
750,Yacine Maouche,13,Prefer not to say,Bou Saada,8th,5.2,7.4,93,4,2.3,2,7,5,0,1.9,47,15,1.4,1.5,0.8,Gaming,5,6.4,8.3
751,Hassan Djelali,18,Prefer not to say,El Oued,8th,2.6,5.4,86,6,0.8,6,9,3,1,0.9,90,12,2.9,1.4,1.3,Education,4,5.9,8.4
752,Melissa Kerroum,14,Male,Béjaïa,12th,6.8,3.6,86,0,0.3,3,1,4,0,0.9,145,13,3.3,1.5,0.5,Gaming,9,4.5,10.0
753,Rafik Ali,13,Prefer not to say,Béchar,10th,7.8,7.2,97,4,0.0,6,3,7,0,0.1,52,19,2.0,2.0,2.3,Education,8,8.3,10.0
754,Abdallah Ben Hamou,13,Prefer not to say,Dar Chioukh,12th,3.8,8.0,77,3,0.7,1,5,9,0,0.6,46,6,2.7,0.2,1.1,Browsing,8,4.4,4.8
755,Fatiha Chabane,14,Male,Sidi Lakhdar,8th,5.7,6.2,99,3,0.5,6,10,1,1,1.2,36,6,3.0,1.0,0.7,Gaming,2,6.4,8.5
756,Feryel Bahri,15,Male,Chlef,9th,3.2,6.8,85,3,0.2,10,9,8,0,0.6,119,20,1.1,2.3,0.9,Gaming,4,4.5,9.6
757,Zahra Hadj,14,Male,El Bayadh,11th,2.5,5.8,99,6,1.5,10,6,8,0,0.8,48,6,1.6,2.2,0.5,Social Media,4,7.7,5.6
758,Farida Fetouni,17,Male,Béchar,7th,6.3,3.7,71,2,0.5,5,9,10,0,0.8,120,7,2.5,1.8,0.8,Other,5,5.7,10.0
759,Ziad Bouzid,13,Male,Tindouf,9th,0.6,9.9,68,4,1.5,1,1,8,1,0.6,82,19,1.4,1.5,0.7,Browsing,7,6.2,4.0
760,Malika Toumi,17,Male,Rouiba,12th,3.0,3.5,83,1,1.9,1,4,3,1,0.6,35,17,2.3,3.3,1.0,Social Media,1,9.6,10.0
761,Ziad Madani,19,Prefer not to say,El Hadaiek,7th,4.4,7.5,87,6,0.1,10,10,8,1,1.0,102,17,1.1,1.5,1.8,Other,10,3.7,8.7
762,Ryma Amrouche,19,Female,Mahelma,10th,3.7,4.6,72,0,0.6,4,10,7,1,1.2,146,18,2.0,2.2,1.8,Gaming,10,4.6,10.0
763,Adel Attia,18,Prefer not to say,Oum El Bouaghi,12th,6.2,7.6,79,1,1.6,6,10,3,0,0.1,54,14,2.5,0.0,1.5,Education,5,6.7,8.8
764,Tarek Ben Amor,18,Prefer not to say,Tadmaït,9th,5.7,5.2,67,7,1.5,5,6,5,1,1.3,117,17,1.5,3.1,1.0,Social Media,2,5.9,10.0
765,Akram Adjal,13,Prefer not to say,Ouargla,10th,5.2,5.8,97,4,0.8,9,8,5,1,1.6,149,7,3.0,2.2,0.2,Gaming,4,7.6,10.0
766,Mohamed Khammar,16,Prefer not to say,Aït Aggouacha,12th,8.7,5.8,57,10,0.1,4,8,10,1,2.1,129,18,2.8,2.4,3.0,Gaming,7,2.6,10.0
767,El Hadi Saidi,16,Male,Souidania,9th,5.4,3.0,91,2,2.4,6,4,9,0,0.4,24,6,4.0,0.5,1.3,Browsing,5,3.9,10.0
768,Siham Fetouni,14,Prefer not to say,Mostaganem,9th,9.2,8.3,96,2,1.3,10,3,9,1,2.0,95,14,1.6,1.0,1.9,Education,4,4.2,10.0
769,Inas Djelloul,14,Female,Tessaout,11th,4.5,6.2,97,6,0.8,3,10,10,0,1.0,90,7,3.1,0.4,0.0,Browsing,8,8.9,8.1
770,Islam Yahiaoui,13,Male,Laghouat,9th,7.4,4.3,97,1,1.7,4,5,5,1,1.7,69,6,1.1,1.4,0.2,Education,5,2.3,10.0
771,Mourad Chikh,16,Male,Aïn Soltane,9th,3.0,7.2,94,8,0.8,1,6,7,0,1.7,83,14,1.4,3.6,0.9,Browsing,4,4.6,8.9
772,amina Kadri,14,Prefer not to say,Illizi,11th,5.8,9.7,90,3,0.7,9,2,10,1,0.7,133,12,2.5,1.8,1.0,Browsing,8,5.6,10.0
773,Safia Rabhi,16,Male,Naama,12th,7.8,3.9,82,4,0.4,10,1,2,1,1.1,96,5,2.2,2.4,1.5,Social Media,7,4.4,10.0
774,Badis Guerfi,19,Female,Saïda,11th,5.7,7.9,93,0,0.0,7,6,6,1,1.7,87,8,1.4,2.5,1.8,Gaming,1,7.3,9.0
775,Zakaria Djaout,16,Male,Zéralda,10th,3.6,7.3,61,2,1.0,5,4,7,0,1.2,30,11,3.6,1.8,1.3,Education,9,2.7,8.2
776,Ouassim Bouzid,15,Male,Adrar,12th,4.8,7.5,68,9,0.0,4,2,2,1,0.7,102,11,2.7,1.1,1.2,Browsing,1,5.9,9.1
777,Zohir Bachiri,17,Prefer not to say,Souk El Khemis,7th,3.0,5.7,66,6,0.7,2,3,2,0,1.4,39,14,2.8,1.8,0.3,Education,2,6.5,8.3
778,Emna Abbas,19,Female,Tindouf,9th,4.2,6.3,78,9,1.1,9,2,10,1,1.3,69,13,1.2,1.8,1.2,Other,3,5.5,8.0
779,Mehrez Khaldi,15,Male,Ouled Lahcene,8th,8.7,4.8,93,1,1.7,7,9,8,1,0.4,26,9,2.3,2.1,0.6,Other,5,3.6,10.0
780,Ayoub Meftah,19,Female,In Guezzam,11th,7.3,7.2,80,10,0.0,7,3,5,1,1.3,146,17,3.0,2.3,0.4,Browsing,10,5.3,10.0
781,Chaima Ghazali,16,Male,Timimoun,9th,6.5,7.5,90,3,2.7,9,10,2,0,2.1,85,16,1.3,1.0,1.3,Education,2,8.0,10.0
782,Celia Bessa,15,Male,Ouargla,10th,3.5,6.9,59,8,2.1,9,2,7,1,1.7,108,20,1.5,1.8,0.8,Social Media,1,6.6,9.5
783,Tarek Ziani,15,Prefer not to say,Guerrouma,8th,6.2,6.2,56,1,0.3,9,2,8,0,1.4,89,15,2.4,1.7,0.9,Gaming,8,6.3,10.0
784,Bilal Abbas,16,Prefer not to say,Lakhdaria,12th,6.6,9.1,64,10,0.9,6,1,8,0,0.8,147,10,2.8,1.0,0.9,Social Media,7,7.8,10.0
785,Hassan Meftah,18,Male,Beni Mouhli,9th,6.2,6.9,67,2,0.3,8,9,2,1,1.1,122,16,2.3,1.4,1.9,Education,6,4.7,10.0
786,Rayane Touati,16,Male,Dar Chioukh,11th,3.7,10.0,92,10,0.1,5,10,7,1,1.2,38,5,3.2,1.0,1.8,Gaming,3,0.9,4.7
787,Imad Ouahrani,18,Female,Bouzina,8th,1.7,6.9,59,7,1.0,6,8,10,1,1.9,149,6,2.2,3.2,1.7,Browsing,7,8.3,7.8
788,Badis Khelifi,17,Male,Jijel,11th,6.2,6.2,64,8,2.5,10,3,3,0,1.9,41,13,3.4,1.9,1.6,Social Media,8,8.5,10.0
789,Nada Benabdallah,19,Male,Aïn Torki,7th,4.7,5.2,99,7,1.2,5,4,1,1,0.2,36,16,2.6,1.6,1.6,Gaming,2,0.7,10.0
790,Khadija Si Ali,16,Prefer not to say,Témacine,9th,4.4,7.5,80,3,0.8,1,6,8,1,0.7,20,10,2.6,2.4,0.7,Social Media,5,10.0,8.0
791,Wafa Dekkiche,15,Prefer not to say,Jijel,9th,4.4,3.2,57,0,1.0,4,10,1,0,0.5,27,5,2.7,1.0,0.8,Education,3,1.1,8.0
792,Wissam Yahiaoui,15,Male,Rouiba,11th,7.0,4.3,53,0,1.6,9,6,5,0,1.4,133,13,1.7,2.2,0.7,Browsing,2,9.5,10.0
793,Okba Ahmed,19,Male,Beni Mouhli,10th,7.7,3.1,98,7,0.1,8,6,9,0,1.0,105,11,3.2,1.7,2.0,Gaming,7,6.1,10.0
794,Nour Amara,14,Prefer not to say,Tadmaït,8th,5.2,6.8,70,9,1.1,4,7,3,0,1.0,84,15,1.3,0.8,0.9,Browsing,7,6.8,8.6
795,Salima Kaidi,19,Male,El Bayadh,7th,7.4,5.7,95,0,0.8,1,2,3,1,1.5,59,6,1.7,1.3,0.9,Gaming,4,8.1,9.9
796,Hafid Saidane,13,Prefer not to say,Souk El Khemis,9th,4.9,6.6,56,9,1.8,2,7,5,0,1.0,53,7,2.0,0.0,0.5,Education,2,7.3,6.1
797,Khaled Haddad,17,Prefer not to say,Aïn Zaouia,10th,3.4,4.8,76,7,0.9,7,1,9,1,0.8,94,5,3.8,3.1,1.4,Gaming,8,6.7,10.0
798,Reda Lounes,15,Female,Algiers,12th,3.2,6.3,74,4,1.8,4,5,7,1,1.4,22,9,2.9,1.7,1.5,Gaming,2,7.1,6.9
799,Seifeddine Hamzaoui,15,Male,Tessaout,11th,2.2,5.1,65,5,2.3,5,4,2,0,0.8,148,12,2.5,1.2,1.1,Social Media,4,7.7,8.7
800,Sana Brahimi,13,Male,Zéralda,9th,7.1,8.3,55,10,1.6,3,6,7,0,0.9,29,13,3.5,2.9,1.4,Social Media,1,9.2,10.0
801,Mehrez Si Ali,15,Prefer not to say,Tala Hamza,7th,3.0,7.6,83,7,0.6,9,5,9,0,1.1,46,7,0.8,2.4,1.3,Gaming,9,5.2,4.7
802,Nawal Moussaoui,13,Male,Mila,8th,3.0,6.8,62,9,1.3,2,1,1,0,1.6,44,18,5.0,1.5,1.1,Education,4,6.3,10.0
803,Malik Bouziane,15,Female,Bouira,9th,3.8,6.1,80,1,0.1,4,10,10,0,1.5,67,6,2.6,2.2,1.5,Education,9,8.8,8.1
804,Yacine Khammar,16,Female,Bazer Sakhra,7th,3.7,7.3,62,1,1.0,8,4,10,1,0.1,108,5,1.8,1.7,0.0,Browsing,3,0.1,6.7
805,Hakim Kaidi,15,Female,Rahmania,11th,4.1,5.4,75,3,0.7,1,10,1,1,1.0,55,18,1.7,0.3,0.3,Gaming,7,9.5,8.1
806,Adel Meliani,13,Prefer not to say,Constantine,9th,4.4,5.7,75,9,1.8,5,5,9,0,0.7,76,13,2.9,0.6,1.6,Other,7,9.9,9.2
807,Mansour Cherif,13,Female,Yatafen,11th,6.3,6.3,72,1,0.0,7,8,8,1,0.8,38,9,2.9,0.8,0.7,Browsing,7,4.8,9.4
808,Amine Saidi,15,Male,Tébessa,9th,0.6,7.9,100,5,1.3,6,8,2,0,1.0,65,13,2.9,2.1,1.4,Other,3,4.6,5.6
809,Nabil Abbas,17,Male,Beni Azziz,9th,3.6,8.2,96,5,0.2,4,9,7,1,0.3,111,10,3.8,0.7,0.6,Gaming,7,5.6,8.2
810,Sofiane Rouibah,19,Female,El M'Ghair,10th,8.1,4.5,59,8,1.2,1,8,8,1,0.6,48,11,1.9,1.2,1.4,Other,9,4.9,10.0
811,Wahid Boussaada,13,Male,Ghassira,8th,4.1,5.0,58,5,2.3,10,7,10,0,0.9,80,20,2.6,1.3,1.4,Other,3,6.4,10.0
812,Radia Chikh,19,Prefer not to say,Blida,9th,4.3,9.3,81,3,2.0,8,9,7,1,0.0,111,16,2.2,1.9,0.1,Other,3,7.0,9.2
813,Khaled Chikh,15,Male,Abi Youcef,12th,4.6,6.7,73,8,0.2,1,10,1,1,1.7,51,7,2.6,0.0,1.0,Browsing,4,11.8,6.3
814,Dalila Ferhat,18,Prefer not to say,Adrar,8th,7.3,5.7,95,8,0.0,9,2,6,0,0.5,91,16,2.1,0.0,0.9,Education,9,7.7,10.0
815,Amel Ziani,13,Male,Bordj Baji Mokhtar,10th,1.4,7.4,79,10,0.1,1,8,4,1,0.7,21,6,1.8,0.3,0.4,Browsing,1,6.3,1.4
816,Riad Ben Hamou,14,Male,Kadira,10th,9.5,7.4,65,6,0.9,7,8,4,1,0.7,36,18,1.4,2.6,1.5,Browsing,4,7.8,10.0
817,Meriem Zouaoui,17,Male,In Salah,8th,5.7,3.9,52,8,2.0,4,10,6,0,1.2,71,9,1.5,2.8,0.0,Social Media,7,8.8,10.0
818,Zahra Yahiaoui,15,Male,In Salah,10th,6.1,4.3,51,5,0.8,10,7,6,1,0.3,27,10,1.7,1.2,0.4,Browsing,1,6.6,9.4
819,Djamila Chabane,15,Prefer not to say,Ouled Adouane,8th,7.6,7.3,84,9,0.1,4,5,8,1,1.2,134,8,1.9,0.9,0.2,Education,9,6.9,10.0
820,Zoulikha Ghazali,17,Prefer not to say,El Bayadh,7th,9.0,5.1,51,8,0.9,4,10,2,0,1.5,79,7,3.4,0.1,1.2,Other,7,3.8,10.0
821,Sofian Benali,16,Prefer not to say,Tiaret,9th,2.2,6.5,65,4,1.1,2,7,10,1,1.3,45,5,1.4,0.5,1.7,Gaming,7,6.2,2.8
822,Djamila Mostefaoui,17,Prefer not to say,El Bayadh,9th,3.7,6.8,64,2,1.0,5,4,7,0,1.9,123,10,2.8,2.4,0.6,Browsing,8,8.5,10.0
823,Abdelkader Chikh,18,Female,Mostaganem,8th,3.5,7.2,94,0,0.5,1,6,7,0,2.0,84,11,2.7,2.9,0.8,Gaming,10,5.2,9.4
824,Chafik Si Ali,19,Prefer not to say,Aïn Torki,11th,5.0,6.3,78,4,1.1,9,6,10,0,1.6,111,12,2.6,0.0,0.6,Social Media,2,4.7,9.1
825,Malik Gacemi,15,Female,Saïda,11th,6.2,8.1,54,9,1.0,8,9,9,0,0.8,40,19,1.7,2.0,0.0,Gaming,2,9.2,10.0
826,Rafik Madani,15,Male,Médéa,10th,5.1,8.2,54,5,2.1,5,2,5,1,1.5,97,17,2.3,1.9,1.2,Gaming,8,4.0,10.0
827,Samir Cherif,18,Female,Laïd Madjdoub,9th,8.6,5.5,88,6,0.8,3,6,8,1,0.9,60,11,3.8,0.2,1.3,Gaming,1,6.0,10.0
828,Djallel Ouali,18,Female,Tamanrasset,9th,3.0,4.8,68,7,2.3,3,8,5,0,0.2,51,8,2.1,1.8,0.3,Social Media,2,5.9,7.1
829,Ryma Fetouni,14,Male,Nzala,8th,8.0,4.8,74,0,1.9,6,4,4,1,0.8,80,19,3.7,1.8,2.1,Gaming,6,1.5,10.0
830,Lotfi Dekkiche,16,Male,Sidi Aïch,12th,6.5,5.9,69,6,1.1,5,4,4,0,0.8,136,13,3.3,0.0,1.0,Other,6,6.2,10.0
831,Seifeddine Toubal,14,Prefer not to say,Ouled Derradj,8th,2.7,6.0,71,5,0.0,1,4,5,1,0.2,145,7,1.8,3.2,0.2,Social Media,9,5.9,9.0
832,Melissa Bendjebbar,13,Prefer not to say,Naama,9th,5.7,4.5,90,6,1.3,8,2,4,1,1.3,61,12,2.2,0.7,0.9,Browsing,6,4.2,10.0
833,Hassan Boudjemaa,15,Prefer not to say,Sidi Moussa,10th,3.0,6.1,80,5,1.4,1,4,2,1,1.2,95,16,3.0,1.9,0.2,Other,7,7.5,10.0
834,Said Selmane,19,Prefer not to say,Mascara,12th,4.0,5.8,84,1,0.7,1,6,10,1,2.4,149,20,2.9,1.8,2.2,Education,9,5.5,10.0
835,Soraya Kaci,14,Male,Aïn Defla,7th,4.7,7.9,82,8,0.7,4,6,7,1,1.0,39,15,3.2,2.0,1.0,Education,5,5.5,9.7
836,Samy Bessa,15,Prefer not to say,Aïn Abessa,8th,4.4,5.7,75,4,0.4,4,5,9,0,0.8,67,10,2.3,1.6,0.1,Social Media,10,3.7,8.8
837,Chawki Fetouni,17,Female,Beni Messous,9th,3.5,5.6,52,4,1.6,7,8,10,0,0.7,66,15,1.3,0.5,1.2,Gaming,10,7.0,6.8
838,Abdallah Ben Said,14,Prefer not to say,Chlef,7th,4.6,8.5,89,7,1.7,8,10,6,1,0.6,61,16,2.7,0.4,0.3,Other,4,9.3,7.9
839,Mehdi Madani,16,Male,Tessaout,9th,4.5,5.0,80,1,2.7,6,9,1,1,1.3,129,6,1.3,3.1,0.8,Education,2,2.8,10.0
840,Donia Brahimi,15,Prefer not to say,Aïn Defla,8th,5.2,5.7,93,10,2.0,2,1,4,1,0.5,102,13,4.2,0.3,0.8,Browsing,10,4.7,10.0
841,Siham Nasri,13,Male,Tipaza,8th,3.1,7.7,80,8,0.6,3,4,5,1,1.7,127,5,5.0,0.9,1.3,Browsing,5,5.3,8.7
842,Khadija Mecheri,16,Prefer not to say,Aïn Soltane,8th,5.4,5.7,59,7,1.3,7,5,6,0,0.0,47,11,2.6,2.3,1.4,Education,10,8.8,10.0
843,Ryma Rahmani,15,Prefer not to say,Aïn Soltane,11th,4.7,8.9,87,7,1.1,10,4,8,1,1.3,87,12,3.1,1.4,1.0,Other,10,3.2,8.9
844,Karima Henni,18,Female,Laghouat,12th,3.1,3.9,78,8,1.6,9,10,3,0,1.4,128,7,3.1,1.6,0.8,Social Media,8,3.0,9.8
845,Djamel Boutaleb,17,Prefer not to say,Tigharghar,9th,4.7,6.3,100,3,0.3,9,2,6,0,1.5,46,18,2.9,1.9,2.0,Gaming,8,8.1,10.0
846,Souhila Si Ali,13,Male,Issers,11th,11.2,8.1,55,1,1.5,4,6,3,1,0.9,34,17,3.6,2.4,0.9,Browsing,5,8.2,10.0
847,Anis Rabhi,18,Prefer not to say,Timimoun,12th,3.6,6.8,71,10,1.5,3,2,9,0,2.0,30,11,3.8,3.1,1.0,Other,2,2.3,9.9
848,Sana Remili,19,Female,Mékhadma,8th,4.5,9.0,81,5,1.8,5,7,8,0,0.8,83,5,2.8,1.6,1.0,Browsing,6,7.0,7.1
849,Basma Mostefaoui,14,Male,Batna,12th,7.4,5.6,64,7,1.3,1,3,10,1,1.3,65,19,1.8,3.6,2.1,Other,6,2.3,10.0
850,Sid Ahmed Ben Said,17,Prefer not to say,Skikda,12th,9.3,6.9,88,2,0.7,6,2,3,0,1.2,106,9,2.0,0.3,0.9,Gaming,8,8.6,10.0
851,Khadija Fetouni,14,Female,Timimoun,10th,3.6,4.4,91,7,0.5,4,4,8,1,0.8,77,10,2.1,2.3,0.8,Gaming,2,2.6,9.3
852,Nora Ahmed,14,Male,Ouled Djellal,7th,6.4,5.5,82,7,0.5,1,9,9,1,0.3,64,12,5.0,0.3,0.0,Gaming,2,8.7,10.0
853,Reda Charef,19,Prefer not to say,El Oued,11th,3.9,6.4,87,8,1.1,4,2,6,0,0.7,82,20,2.5,1.9,1.7,Gaming,2,3.0,10.0
854,Donia Dris,18,Male,Saïda,12th,5.8,6.4,69,3,0.8,8,7,7,1,0.0,22,8,5.0,1.5,1.2,Education,5,9.1,10.0
855,Rabah Larbi,17,Female,Birine,9th,4.8,10.0,57,0,0.4,10,4,7,1,0.2,92,7,2.1,1.3,0.5,Other,7,1.5,6.4
856,Hamza Hamoudi,14,Male,Khemis Miliana,9th,7.7,5.9,93,1,0.6,2,8,7,1,1.1,72,19,1.3,0.4,1.5,Gaming,8,9.2,10.0
857,Salima Kamel,15,Prefer not to say,Adrar,7th,6.3,7.5,83,5,1.3,8,10,4,0,1.6,40,14,4.4,1.3,1.2,Education,2,5.7,10.0
858,Houria Sellami,14,Female,Jijel,12th,6.2,6.6,74,8,0.0,8,1,8,0,1.4,84,13,1.2,1.0,0.0,Other,3,7.4,9.4
859,Wissal Khelifa,18,Male,Souk Ahras,9th,3.2,6.8,60,2,1.6,3,5,10,1,0.8,109,20,2.2,1.9,1.5,Social Media,8,0.4,10.0
860,Nada Akroum,14,Prefer not to say,Relizane,9th,1.2,3.8,81,5,0.9,7,3,9,1,1.2,52,8,3.4,0.3,1.4,Gaming,3,6.3,5.6
861,Inas Ayachi,19,Male,Bir Mourad Raïs,9th,3.9,8.4,61,8,1.1,5,7,1,1,0.4,76,5,1.1,0.6,1.7,Social Media,2,6.3,3.9
862,Chaima Zitouni,14,Prefer not to say,Aïn Bouziane,12th,3.9,3.3,64,5,1.4,2,9,5,0,1.4,86,16,2.3,2.0,0.9,Other,4,7.4,10.0
863,Rahma Touam,16,Male,M'Sila,10th,4.7,4.9,90,1,1.0,3,3,5,1,1.8,101,12,2.1,1.6,1.2,Gaming,6,6.4,10.0
864,Abderrahmane Slimani,15,Female,Tiaret,12th,4.7,5.2,58,10,0.5,2,10,5,1,0.6,65,17,2.2,0.7,1.0,Social Media,8,6.1,9.7
865,Celia Baghdad,15,Prefer not to say,Djelfa,12th,5.6,7.0,79,4,0.6,1,6,5,0,0.8,34,10,3.6,1.8,0.0,Browsing,3,6.2,10.0
866,Akram Gacemi,15,Female,Talkhamt,8th,6.9,8.9,81,0,2.1,2,5,5,0,1.3,131,7,3.6,0.6,2.0,Browsing,3,4.5,10.0
867,Omar Saidi,19,Female,El Oued,8th,2.2,5.3,93,1,0.2,9,3,4,1,0.7,122,8,0.0,1.4,1.3,Gaming,2,8.1,5.0
868,Salma Sellami,19,Male,El Hadjira,11th,6.0,3.1,78,1,1.0,4,4,2,0,0.6,130,6,2.7,1.8,1.6,Browsing,3,10.0,10.0
869,Juba Ayachi,16,Male,Talkhamt,7th,3.8,4.8,53,6,1.9,6,1,7,0,0.8,29,7,1.9,1.4,0.0,Browsing,5,4.7,6.7
870,Kais Saidi,17,Male,Idrissia,9th,6.4,4.0,72,7,0.0,7,6,4,1,0.6,78,7,4.9,2.4,1.3,Social Media,10,7.4,10.0
871,Nabil Ouled Said,14,Prefer not to say,Témacine,10th,4.1,6.6,57,0,1.3,4,6,2,1,0.8,95,5,1.5,0.0,0.6,Social Media,2,7.6,5.2
872,Nabil Mohamed,19,Prefer not to say,Boumerdès,12th,3.9,8.5,73,9,0.5,9,7,6,0,1.4,74,11,3.1,0.1,1.6,Browsing,2,6.2,6.5
873,Tarek Djelali,14,Prefer not to say,Tissemsilt,11th,7.5,6.2,65,5,0.9,1,9,5,0,0.5,77,20,1.8,0.6,0.2,Browsing,8,4.9,10.0
874,Hakim Merabet,17,Prefer not to say,Touggourt,11th,6.6,5.9,91,4,1.2,8,10,3,1,1.9,110,18,2.3,0.9,1.4,Social Media,9,5.2,10.0
875,Okba Kaidi,14,Prefer not to say,Laïd Madjdoub,7th,6.6,8.0,82,4,2.7,5,2,2,1,0.9,25,7,2.5,2.9,0.5,Gaming,9,8.7,9.9
876,Yahia Abderrahmane,14,Prefer not to say,Maatkas,8th,6.8,7.5,84,1,2.7,7,8,10,0,1.7,116,9,1.3,1.2,1.3,Education,4,7.7,9.7
877,El Hadi Saidi,16,Prefer not to say,Relizane,10th,5.8,6.2,66,10,0.9,4,3,9,1,1.2,135,5,2.2,0.2,1.1,Other,1,6.6,8.8
878,Malika Nacer,14,Female,Ouled Djellal,7th,4.4,6.8,76,8,2.4,9,1,10,0,0.4,74,13,3.0,2.3,0.3,Browsing,5,7.4,10.0
879,Nesrine Djaout,18,Prefer not to say,Beni Oulbane,12th,2.6,7.2,97,3,1.5,2,2,1,0,0.3,124,14,1.7,0.0,1.0,Browsing,2,4.9,6.0
880,Asma Dekkiche,13,Female,In Salah,10th,4.2,6.0,87,3,1.2,5,7,3,0,0.0,22,7,2.8,1.1,1.5,Other,7,10.6,6.9
881,Lamia Toubal,14,Male,Baraki,12th,0.0,5.2,65,1,1.7,5,7,2,0,1.4,144,16,2.6,1.9,1.4,Social Media,6,5.3,8.0
882,Yahia Lazem,19,Male,Hammam Soukhna,7th,7.1,6.3,63,9,1.2,9,4,10,1,2.2,137,16,3.2,1.3,0.2,Education,3,7.1,10.0
883,Karima Younsi,14,Prefer not to say,Azeffoun,12th,4.2,7.7,52,10,0.8,10,9,7,0,1.6,73,20,2.5,0.9,0.0,Social Media,2,7.6,9.2
884,Feriel Akroum,17,Male,Illizi,9th,3.2,6.4,58,0,0.9,1,1,3,1,0.6,87,5,0.7,3.2,0.0,Gaming,2,5.0,6.6
885,Salem Chabane,15,Prefer not to say,Sidi Khelifa,12th,5.0,8.7,84,0,1.4,10,3,9,1,1.6,117,14,2.5,0.9,0.0,Other,3,6.4,9.2
886,Amel Arar,16,Female,Guelma,11th,5.9,5.0,88,10,0.0,1,3,5,0,0.8,112,15,1.8,1.8,2.0,Browsing,5,1.8,10.0
887,Nawal Aissaoui,17,Female,Akbou,11th,5.7,7.4,72,2,0.8,1,6,3,0,1.8,110,16,3.0,1.3,0.7,Other,8,4.4,10.0
888,Zohir Mokhtar,16,Male,Tamanrasset,10th,6.8,4.6,87,3,0.0,2,4,6,1,1.1,55,6,4.9,2.2,0.8,Gaming,9,5.6,10.0
889,Hocine Meliani,13,Female,Sétif,10th,2.8,5.6,92,4,1.1,7,10,7,1,1.1,77,10,3.7,3.4,0.7,Social Media,5,7.1,10.0
